Name,Agency Region,County/Ward,Address,Phone,Day of Week,Monthly Options,Starting Time,Ending Time,By Appointment Only,Food Pantry Requirements,Distribution Models,Food Format ,Additional Note on Hours of Operations,Original_Address,Processed_For_Geocoding,Latitude,Longitude
The Family Place : The Family Place,DC,DC Ward 1,Attn: The Family Place 3309 16th St NW Washington DC DC 20010,(202) 644-1125,Tuesday,Every week,09:00 AM,04:00 PM,No,Income,,,We always have emergency food bags,Attn: The Family Place 3309 16th St NW Washington DC DC 20010,3309 16th St NW Washington DC DC 20010,38.9319143,-77.036063
The Family Place : The Family Place,DC,DC Ward 1,Attn: The Family Place 3309 16th St NW Washington DC DC 20010,(202) 644-1125,Thursday,Every week,09:00 AM,03:00 PM,No,Income,,,We always have emergency food bags,Attn: The Family Place 3309 16th St NW Washington DC DC 20010,3309 16th St NW Washington DC DC 20010,38.9319143,-77.036063
Women Who Care Ministries : Women Who Care Ministries,MD,MD Montgomery County,Attn: Women Who Care Ministries 19640 Club House Road Suite 410 Montgomery Villlage MD 20886,(301) 828-6850,Friday,Every week,10:00 AM,04:00 PM,No,"ID,Income",,,,Attn: Women Who Care Ministries 19640 Club House Road Suite 410 Montgomery Villlage MD 20886,19640 Club House Road Suite 410 Montgomery Villlage MD 20886,,
Montgomery County Family Center : Montgomery County Family Center,MD,MD Montgomery County,Attn: Montgomery County Family Center 12247 Georgia Ave. Silver Spring MD 20902,(301) 942-1790,Thursday,"2nd, 3rd, and 4th of the Month",09:00 AM,04:00 PM,No,"ID,Zip Code",,,,Attn: Montgomery County Family Center 12247 Georgia Ave. Silver Spring MD 20902,12247 Georgia Ave. Silver Spring MD 20902,39.0565367,-77.0501716
Oak Chapel UMC : Oak Chapel UMC,MD,MD Montgomery County,Attn: Oak Chapel UMC 14500 Layhill Road Silver Spring MD 20906,(240) 277-4426,Saturday,3rd of the Month,10:00 AM,12:00 PM,No,Zip Code,Walk up,Pre-bagged or boxed groceries,20906 is the permitted zipcode,Attn: Oak Chapel UMC 14500 Layhill Road Silver Spring MD 20906,14500 Layhill Road Silver Spring MD 20906,,
Mt. Ennon Baptist Church : Mount Ennon Baptist Church,MD,MD Prince George's County,Attn: Mount Ennon Baptist Church 9832 Piscataway Road Clinton MD 20735,(240) 599-6424,Tuesday,Every week,11:00 AM,02:00 PM,No,Zip Code,,,,Attn: Mount Ennon Baptist Church 9832 Piscataway Road Clinton MD 20735,9832 Piscataway Road Clinton MD 20735,38.7537896,-76.9223848
Oak Chapel UMC : Oak Chapel UMC,MD,MD Montgomery County,Attn: Oak Chapel UMC 14500 Layhill Road Silver Spring MD 20906,(240) 277-4426,Thursday,2nd of the Month,12:00 PM,01:00 PM,No,ID,Walk up,Pre-bagged or boxed groceries,"School families only. Harmony Hills Elementary 13407 Lydia St,  Silver Spring MD 20906",Attn: Oak Chapel UMC 14500 Layhill Road Silver Spring MD 20906,14500 Layhill Road Silver Spring MD 20906,,
Oak Chapel UMC : Oak Chapel UMC,MD,MD Montgomery County,Attn: Oak Chapel UMC 14500 Layhill Road Silver Spring MD 20906,(240) 277-4426,Wednesday,Every week,11:00 AM,02:00 PM,Yes,ID,Home Delivery,Pre-bagged or boxed groceries,Home deliveries to 65-70 Home Bound Clients,Attn: Oak Chapel UMC 14500 Layhill Road Silver Spring MD 20906,14500 Layhill Road Silver Spring MD 20906,,
Revival Baptist Ministries INT : Revival Baptist Ministries INT,VA,VA Fairfax County,Attn: Revival Baptist Ministries INT 8174 Richmond Hwy Alexandria VA 22309,(703) 944-3057,Saturday,2nd of the Month,07:00 AM,09:00 AM,No,Income,Walk up,Loose groceries,,Attn: Revival Baptist Ministries INT 8174 Richmond Hwy Alexandria VA 22309,8174 Richmond Hwy Alexandria VA 22309,38.7926156,-77.056737
Manna Food Center Inc. : Manna Food Center,MD,MD Montgomery County,Attn: Manna Food Center 9311 Gaither Rd Gaithersburg MD 20877,(240) 268-2539,Saturday,1st of the Month,09:00 AM,12:00 PM,No,"ID,Zip Code",,,,Attn: Manna Food Center 9311 Gaither Rd Gaithersburg MD 20877,9311 Gaither Rd Gaithersburg MD 20877,39.1185452,-77.1920257
Manna Food Center Inc. : Manna Food Center,MD,MD Montgomery County,Attn: Manna Food Center 9311 Gaither Rd Gaithersburg MD 20877,(240) 268-2539,Saturday,3rd of the Month,10:00 AM,01:00 PM,No,"ID,Zip Code",,,,Attn: Manna Food Center 9311 Gaither Rd Gaithersburg MD 20877,9311 Gaither Rd Gaithersburg MD 20877,39.1185452,-77.1920257
CAC Bethel Fellowship Church : CAC Bethel Fellowship Church,MD,MD Prince George's County,Attn: CAC Bethel Fellowship Church 7513 Northern Avenue Glenn Dale MD 20769,(301) 352-2900,Saturday,1st and 2nd of the Month,09:00 AM,03:00 PM,No,,Drive thru,Pre-bagged or boxed groceries,,Attn: CAC Bethel Fellowship Church 7513 Northern Avenue Glenn Dale MD 20769,7513 Northern Avenue Glenn Dale MD 20769,38.9934902,-76.8201446
Central Union Mission : Central Union Mission,DC,DC Ward 6,Attn: Central Union Mission 65 Massachusetts Ave Washington DC 20001,(202) 718-0549,Saturday,Every week,12:30 PM,06:00 PM,No,Zip Code,,,,Attn: Central Union Mission 65 Massachusetts Ave Washington DC 20001,65 Massachusetts Ave Washington DC 20001,38.898684,-77.0110822
Central Union Mission : Central Union Mission,DC,DC Ward 6,Attn: Central Union Mission 65 Massachusetts Ave Washington DC 20001,(202) 718-0549,Sunday,Every week,12:30 PM,06:00 PM,No,Zip Code,,,,Attn: Central Union Mission 65 Massachusetts Ave Washington DC 20001,65 Massachusetts Ave Washington DC 20001,38.898684,-77.0110822
National Baptist Memorial Church : National Baptist Memorial Church,DC,DC Ward 1,Attn: National Baptist Memorial Church 1501 Columbia Rd NW Washington DC 20009,(202) 841-3742,Saturday,2nd of the Month,09:00 AM,12:00 PM,No,,,,,Attn: National Baptist Memorial Church 1501 Columbia Rd NW Washington DC 20009,1501 Columbia Rd NW Washington DC 20009,38.9270507,-77.0359884
National Baptist Memorial Church : National Baptist Memorial Church,DC,DC Ward 1,Attn: National Baptist Memorial Church 1501 Columbia Rd NW Washington DC 20009,(202) 841-3742,Saturday,2nd and 4th of the Month,09:00 AM,12:00 PM,No,,,,,Attn: National Baptist Memorial Church 1501 Columbia Rd NW Washington DC 20009,1501 Columbia Rd NW Washington DC 20009,38.9270507,-77.0359884
"The Holy Temple Church of Christ, Inc. : The Holy Temple Church",DC,DC Ward 6,"Attn: The Holy Temple Church of Christ, Inc. 439 12th. Street SE Washington DC 20003",(202) 547-8364,Wednesday,Every week,10:00 AM,02:00 PM,No,ID,,,,"Attn: The Holy Temple Church of Christ, Inc. 439 12th. Street SE Washington DC 20003",439 12th. Street SE Washington DC 20003,38.8832136,-76.9905577
"Faith Village of Greater Laurel, Inc. : Faith Village of Greater Laurel, Inc.",MD,MD Prince George's County,"Attn: Faith Village of Greater Laurel, Inc. 13714 Briarwood Drive  Laurel MD 20708",,Saturday,2nd of the Month,10:00 AM,12:00 PM,No,Zip Code,,,PG Residents,"Attn: Faith Village of Greater Laurel, Inc. 13714 Briarwood Drive  Laurel MD 20708",13714 Briarwood Drive Laurel MD 20708,39.0799744,-76.856083
Mt. Ennon Baptist Church : Mount Ennon Baptist Church,MD,MD Prince George's County,Attn: Mount Ennon Baptist Church 9832 Piscataway Road Clinton MD 20735,(240) 599-6424,Tuesday,Every week,11:00 AM,02:00 PM,No,"ID,Income,Zip Code",,,,Attn: Mount Ennon Baptist Church 9832 Piscataway Road Clinton MD 20735,9832 Piscataway Road Clinton MD 20735,38.7537896,-76.9223848
Operation Ernie's Plate : Operation Earnie's Plate,MD,MD Prince George's County,Attn: Operation Earnie's Plate 8500 Mike Shapiro Dr Clinton MD 20735,(301) 404-4461,As Needed,As Needed,10:00 AM,02:00 PM,No,"ID,Income,Zip Code",,,,Attn: Operation Earnie's Plate 8500 Mike Shapiro Dr Clinton MD 20735,8500 Mike Shapiro Dr Clinton MD 20735,,
St. Paul UMC : St. Paul UMC,MD,MD Prince George's County,Attn: St. Paul UMC 6634 St. Barnabas Road Oxon Hill  MD 20745,2 (440) 460-3401,Thursday,Every week,01:00 PM,03:00 PM,No,,,,,Attn: St. Paul UMC 6634 St. Barnabas Road Oxon Hill  MD 20745,6634 St. Barnabas Road Oxon Hill MD 20745,38.7980724,-76.9823048
Covenant Baptist Food Pantry : Covenant Baptist Food Pantry,DC,DC Ward 8,Attn: Covenant Baptist Food Pantry 3845 South Capitol St SW Washington DC 20032,(202) 438-7532,Thursday,Every week,09:30 AM,12:30 PM,No,"ID,Zip Code",,,,Attn: Covenant Baptist Food Pantry 3845 South Capitol St SW Washington DC 20032,3845 South Capitol St SW Washington DC 20032,38.8341748,-77.0089621
Celestial Church of Christ : Celestial Church of Christ,DC,DC Ward 5,Attn: Celestial Church of Chirst 1880 Adams Street NE Washington DC 20018,(240) 467-8399,Saturday,As Needed,12:00 PM,02:00 PM,No,,,,,Attn: Celestial Church of Chirst 1880 Adams Street NE Washington DC 20018,1880 Adams Street NE Washington DC 20018,38.92052,-76.9776265
Mid-County Hub at Harvest Intercontinental Church Olney : Mid-County Hub at Harvest Intercontinental Church Olney,MD,MD Montgomery County,Attn: Harvest Intercontinental Church 16227 Batchellors Forest Rd Olney MD 20832,(301) 512-5584,Tuesday,Every week,02:00 PM,06:00 PM,Yes,"ID,Zip Code",,,,Attn: Harvest Intercontinental Church 16227 Batchellors Forest Rd Olney MD 20832,16227 Batchellors Forest Rd Olney MD 20832,,
Mid-County Hub at Harvest Intercontinental Church Olney : Mid-County Hub at Harvest Intercontinental Church Olney,MD,MD Montgomery County,Attn: Harvest Intercontinental Church 16227 Batchellors Forest Rd Olney MD 20832,(301) 512-5584,Wednesday,Every week,02:00 PM,06:00 PM,Yes,"ID,Zip Code",,,,Attn: Harvest Intercontinental Church 16227 Batchellors Forest Rd Olney MD 20832,16227 Batchellors Forest Rd Olney MD 20832,,
Mid-County Hub at Harvest Intercontinental Church Olney : Mid-County Hub at Harvest Intercontinental Church Olney,MD,MD Montgomery County,Attn: Harvest Intercontinental Church 16227 Batchellors Forest Rd Olney MD 20832,(301) 512-5584,Friday,Every week,02:00 PM,06:00 PM,Yes,"ID,Zip Code",,,,Attn: Harvest Intercontinental Church 16227 Batchellors Forest Rd Olney MD 20832,16227 Batchellors Forest Rd Olney MD 20832,,
Haymarket Regional Food Pantry : Haymarket Regional Food Pantry,VA,VA Prince William County,Attn: Haymarket Regional Food Pantry 7669 Limestone Drive Gainesville VA 20155,(703) 795-4892,Tuesday,Every week,05:00 PM,08:30 PM,No,,,,,Attn: Haymarket Regional Food Pantry 7669 Limestone Drive Gainesville VA 20155,7669 Limestone Drive Gainesville VA 20155,,
Largo Community Church : International High School at Largo,MD,MD Prince George's County,Attn: Largo Community Church 505 Largo Rd SW Side Upper Marlboro MD 20774,(301) 702-3810 ext 84137,Thursday,4th of the Month,03:00 PM,06:00 AM,No,,Walk up,Pre-bagged or boxed groceries,Limited to families of the IHS at Largo,Attn: Largo Community Church 505 Largo Rd SW Side Upper Marlboro MD 20774,505 Largo Rd SW Side Upper Marlboro MD 20774,,
River of Life Redeemed Christian Church of God : River of Life Redeemed Christian Church of God,MD,MD Prince George's County,Attn: River of Life Redeemed Christian Church of God 5617 54th Ave. Riverdale MD 20737,(301) 779-4605,Wednesday,Every Other Week,04:30 PM,Until Food Runs Out,No,,"Home Delivery,Walk up",Pre-bagged or boxed groceries,,Attn: River of Life Redeemed Christian Church of God 5617 54th Ave. Riverdale MD 20737,5617 54th Ave. Riverdale MD 20737,38.9590389,-76.9226731
First Baptist Church of Silver Spring Food Closet : First Baptist Church of Silver Spring Food Closet,MD,MD Montgomery County,Attn: First Baptist Church of Silver Spring Food Closet 828 Wayne Ave Silver Spring MD 20910,(301) 466-8263,Saturday,Every week,10:00 AM,12:00 PM,No,,"Drive thru,Walk up",Pre-bagged or boxed groceries,,Attn: First Baptist Church of Silver Spring Food Closet 828 Wayne Ave Silver Spring MD 20910,828 Wayne Ave Silver Spring MD 20910,38.9965219,-77.022546
NHT Communities : Washington View Apartments,DC,DC Ward 8,Attn: NHT Communities 2629 Douglass Rd SE Washington DC DC 20020,(202) 621-1600,Saturday,1st and 4th of the Month,12:00 PM,01:00 PM,No,,Walk up,Loose groceries,,Attn: NHT Communities 2629 Douglass Rd SE Washington DC DC 20020,2629 Douglass Rd SE Washington DC DC 20020,,
ISKCON of Washington : ISKCON of Washington,MD,MD Montgomery County,Attn: ISKCON of Washington 10310 Oaklyn Dr Potomac MD 20854,(240) 277-2221,Monday,Every week,06:00 PM,07:00 PM,No,,Walk up,Prepared meals,,Attn: ISKCON of Washington 10310 Oaklyn Dr Potomac MD 20854,10310 Oaklyn Dr Potomac MD 20854,,
ISKCON of Washington : ISKCON of Washington,MD,MD Montgomery County,Attn: ISKCON of Washington 10310 Oaklyn Dr Potomac MD 20854,(240) 277-2221,Tuesday,Every week,06:00 PM,07:00 PM,No,,Walk up,Prepared meals,,Attn: ISKCON of Washington 10310 Oaklyn Dr Potomac MD 20854,10310 Oaklyn Dr Potomac MD 20854,,
ISKCON of Washington : ISKCON of Washington,MD,MD Montgomery County,Attn: ISKCON of Washington 10310 Oaklyn Dr Potomac MD 20854,(240) 277-2221,Wednesday,Every week,06:00 PM,07:00 PM,No,,Walk up,Prepared meals,,Attn: ISKCON of Washington 10310 Oaklyn Dr Potomac MD 20854,10310 Oaklyn Dr Potomac MD 20854,,
ISKCON of Washington : ISKCON of Washington,MD,MD Montgomery County,Attn: ISKCON of Washington 10310 Oaklyn Dr Potomac MD 20854,(240) 277-2221,Thursday,Every week,06:00 PM,07:00 PM,No,,Walk up,Prepared meals,,Attn: ISKCON of Washington 10310 Oaklyn Dr Potomac MD 20854,10310 Oaklyn Dr Potomac MD 20854,,
ISKCON of Washington : ISKCON of Washington,MD,MD Montgomery County,Attn: ISKCON of Washington 10310 Oaklyn Dr Potomac MD 20854,(240) 277-2221,Friday,Every week,06:00 PM,07:00 PM,No,,Walk up,Prepared meals,,Attn: ISKCON of Washington 10310 Oaklyn Dr Potomac MD 20854,10310 Oaklyn Dr Potomac MD 20854,,
Greater New Hope Baptist Church : Greater New Hope Baptist Church,DC,DC Ward 2,Attn: Greater New Hope Baptist Church 816 8th STREET NW Washington DC 20001,(301) 357-4905,Tuesday,2nd of the Month,12:00 PM,02:00 PM,No,,,,,Attn: Greater New Hope Baptist Church 816 8th STREET NW Washington DC 20001,816 8th STREET NW Washington DC 20001,38.9000706,-77.0230481
Largo Community Church : Largo Community Church,MD,MD Prince George's County,Attn: Largo Community Church 1701 Enterprise Road Mitchellville MD 20721,(301) 249-2255,As Needed,As Needed,09:00 AM,04:30 PM,No,,,,Monday through Friday; Once every two weeks,Attn: Largo Community Church 1701 Enterprise Road Mitchellville MD 20721,1701 Enterprise Road Mitchellville MD 20721,,
"ABSYNA, Inc. : ABSYNA, Inc. - Brentwood",MD,MD Prince George's County,Esther Jordan 4142 Bunker Hill Rd Brentwood MD 20722,(240) 374-8864,Thursday,Every Other Week,06:30 AM,06:00 PM,No,,,,ABSYNAFeed is a mobile food delivery service.,Esther Jordan 4142 Bunker Hill Rd Brentwood MD 20722,4142 Bunker Hill Rd Brentwood MD 20722,38.9396885,-76.9530132
Metropolis Club : Metropolis Club,DC,DC Ward 5,Attn: Metropolis Club 938 Rhode Island Ave NE Washington DC 20018,(301) 793-4236,Sunday,Every week,10:00 AM,02:00 PM,No,,,,,Attn: Metropolis Club 938 Rhode Island Ave NE Washington DC 20018,938 Rhode Island Ave NE Washington DC 20018,38.9226403,-76.9926335
Ebenezer AME Church : Ebenezer AME Church,MD,MD Prince George's County,Attn: Ebenezer AME Church 7703 Allentown Road Fort Washington MD 20744,,Tuesday,Every week,03:00 PM,06:30 PM,No,ID,,,,Attn: Ebenezer AME Church 7703 Allentown Road Fort Washington MD 20744,7703 Allentown Road Fort Washington MD 20744,,
Ebenezer AME Church : Ebenezer AME Church,MD,MD Prince George's County,Attn: Ebenezer AME Church 7703 Allentown Road Fort Washington MD 20744,,Wednesday,Every week,03:00 PM,06:30 PM,No,,,,,Attn: Ebenezer AME Church 7703 Allentown Road Fort Washington MD 20744,7703 Allentown Road Fort Washington MD 20744,,
Ebenezer AME Church : Ebenezer AME Church,MD,MD Prince George's County,Attn: Ebenezer AME Church 7703 Allentown Road Fort Washington MD 20744,,Thursday,Every week,03:00 PM,06:30 PM,No,ID,,,,Attn: Ebenezer AME Church 7703 Allentown Road Fort Washington MD 20744,7703 Allentown Road Fort Washington MD 20744,,
Ebenezer AME Church : Ebenezer AME Church,MD,MD Prince George's County,Attn: Ebenezer AME Church 7703 Allentown Road Fort Washington MD 20744,,Saturday,Every week,10:00 AM,12:00 PM,No,ID,,,,Attn: Ebenezer AME Church 7703 Allentown Road Fort Washington MD 20744,7703 Allentown Road Fort Washington MD 20744,,
Grace of God Ministry : Grace of God Ministry,MD,MD Prince George's County,Attn: Grace of God Ministry 3950 48th Street Bladensburg MD 20710,(240) 274-2829,Thursday,As Needed,03:00 PM,06:00 PM,No,,,,"November distribution is November 28, 2024",Attn: Grace of God Ministry 3950 48th Street Bladensburg MD 20710,3950 48th Street Bladensburg MD 20710,38.9381377,-76.9361697
Holy Family Catholic Church Food Pantry : Holy Family Catholic Church Food Pantry,VA,VA Prince William County,Attn: Holy Family Catholic Church Food Pantry 14160 Ferndale Road Dale City VA 22193,(703) 459-7156,Monday,Every week,04:00 PM,05:30 PM,No,,Walk up,Pre-bagged or boxed groceries,,Attn: Holy Family Catholic Church Food Pantry 14160 Ferndale Road Dale City VA 22193,14160 Ferndale Road Dale City VA 22193,,
Holy Family Catholic Church Food Pantry : Holy Family Catholic Church Food Pantry,VA,VA Prince William County,Attn: Holy Family Catholic Church Food Pantry 14160 Ferndale Road Dale City VA 22193,(703) 459-7156,Wednesday,Every week,04:00 PM,05:30 PM,No,,Walk up,Pre-bagged or boxed groceries,,Attn: Holy Family Catholic Church Food Pantry 14160 Ferndale Road Dale City VA 22193,14160 Ferndale Road Dale City VA 22193,,
Sacred Heart Catholic Church : Sacred Heart Catholic Church,VA,VA Prince William County,Attn: Sacred Heart Catholic Church 12975 Purcell Road Manassas VA 20112,(703) 590-0030,Saturday,Every week,08:00 AM,09:30 AM,No,,Walk up,Pre-bagged or boxed groceries,,Attn: Sacred Heart Catholic Church 12975 Purcell Road Manassas VA 20112,12975 Purcell Road Manassas VA 20112,,
Manassas Baptist Church : Manassas Baptist Church,VA,VA City of Manassas,Attn: Manassas Baptist Church 8730 Sudley Road Manassas VA 20110,(703) 361-2146,Wednesday,1st and 3rd of the Month,05:00 PM,08:00 PM,No,,Walk up,Pre-bagged or boxed groceries,,Attn: Manassas Baptist Church 8730 Sudley Road Manassas VA 20110,8730 Sudley Road Manassas VA 20110,38.7655604,-77.4838595
INOVA Cares for Women and Children Falls Church : Inova Cares Clinics,VA,VA Fairfax County,Attn: INOVA Cares for Women and Children Falls Church 6400 Arlington Blvd Falls Church VA 22042,(703) 698-2552,Monday,Every week,08:00 AM,04:30 PM,No,Income,Other,Pre-bagged or boxed groceries,Must be a patient,Attn: INOVA Cares for Women and Children Falls Church 6400 Arlington Blvd Falls Church VA 22042,6400 Arlington Blvd Falls Church VA 22042,38.8664339,-77.1943382
INOVA Cares for Women and Children Falls Church : Inova Cares Clinics,VA,VA Fairfax County,Attn: INOVA Cares for Women and Children Falls Church 6400 Arlington Blvd Falls Church VA 22042,(703) 698-2552,Tuesday,Every week,08:00 AM,04:30 PM,No,Income,Other,Pre-bagged or boxed groceries,Must be a patient,Attn: INOVA Cares for Women and Children Falls Church 6400 Arlington Blvd Falls Church VA 22042,6400 Arlington Blvd Falls Church VA 22042,38.8664339,-77.1943382
